item_id,order_id,product_id,category,quantity,unit_price,discount_pct,sale_price,line_total,cost_price,profit
ITEM0000034,ORD000014,PROD0076,Books,3,623.0,20,498.0,1494.0,423.0,225.0
ITEM0000035,ORD000015,PROD0015,Clothing,1,4365.0,5,4147.0,4147.0,2690.0,1457.0
ITEM0000036,ORD000015,PROD0108,Toys,2,2458.0,0,2458.0,4916.0,1534.0,1848.0
ITEM0000037,ORD000015,PROD0098,Beauty,3,1667.0,0,1667.0,5001.0,994.0,2019.0
ITEM0000038,ORD000016,PROD0066,Sports,1,3875.0,0,3875.0,3875.0,2157.0,1718.0
ITEM0000039,ORD000016,PROD0075,Books,3,720.0,5,684.0,2052.0,471.0,639.0
ITEM0000040,ORD000016,PROD0008,Electronics,1,40577.0,0,40577.0,40577.0,25235.0,15342.0
ITEM0000041,ORD000016,PROD0088,Books,3,516.0,0,516.0,1548.0,342.0,522.0
ITEM0000042,ORD000017,PROD0047,Home & Kitchen,1,4206.0,0,4206.0,4206.0,2268.0,1938.0
ITEM0000043,ORD000017,PROD0048,Home & Kitchen,3,4065.0,0,4065.0,12195.0,2624.0,4323.0
ITEM0000044,ORD000018,PROD0070,Sports,2,2229.0,0,2229.0,4458.0,1313.0,1832.0
ITEM0000045,ORD000019,PROD0002,Electronics,2,37380.0,0,37380.0,74760.0,19001.0,36758.0
ITEM0000046,ORD000020,PROD0111,Toys,3,4509.0,0,4509.0,13527.0,2530.0,5937.0
ITEM0000047,ORD000020,PROD0016,Clothing,3,1314.0,5,1248.0,3744.0,778.0,1410.0
ITEM0000048,ORD000021,PROD0050,Home & Kitchen,1,2046.0,15,1739.0,1739.0,1304.0,435.0
ITEM0000049,ORD000022,PROD0072,Sports,1,2691.0,5,2556.0,2556.0,1673.0,883.0
ITEM0000050,ORD000023,PROD0007,Electronics,1,22859.0,0,22859.0,22859.0,10721.0,12138.0
ITEM0000051,ORD000023,PROD0012,Electronics,3,28199.0,10,25379.0,76137.0,15170.0,30627.0
ITEM0000052,ORD000023,PROD0074,Books,2,524.0,0,524.0,1048.0,268.0,512.0
ITEM0000053,ORD000024,PROD0052,Home & Kitchen,2,2753.0,5,2615.0,5230.0,1656.0,1918.0
ITEM0000054,ORD000025,PROD0106,Toys,1,1308.0,0,1308.0,1308.0,642.0,666.0
ITEM0000055,ORD000025,PROD0085,Books,3,714.0,0,714.0,2142.0,374.0,1020.0
ITEM0000056,ORD000025,PROD0007,Electronics,1,22859.0,0,22859.0,22859.0,10721.0,12138.0
ITEM0000057,ORD000026,PROD0040,Grocery,2,211.0,0,211.0,422.0,99.0,224.0
ITEM0000058,ORD000026,PROD0087,Books,3,176.0,0,176.0,528.0,92.0,252.0
ITEM0000059,ORD000026,PROD0012,Electronics,3,28199.0,20,22559.0,67677.0,15170.0,22167.0
ITEM0000060,ORD000027,PROD0069,Sports,2,2455.0,0,2455.0,4910.0,1471.0,1968.0
ITEM0000061,ORD000027,PROD0091,Beauty,3,3339.0,0,3339.0,10017.0,2237.0,3306.0
ITEM0000062,ORD000028,PROD0050,Home & Kitchen,2,2046.0,10,1841.0,3682.0,1304.0,1074.0
ITEM0000063,ORD000028,PROD0014,Electronics,2,16150.0,0,16150.0,32300.0,7616.0,17068.0
ITEM0000064,ORD000028,PROD0086,Books,3,501.0,0,501.0,1503.0,329.0,516.0
ITEM0000065,ORD000029,PROD0095,Beauty,3,4508.0,0,4508.0,13524.0,2569.0,5817.0
ITEM0000066,ORD000029,PROD0075,Books,2,720.0,15,612.0,1224.0,471.0,282.0
ITEM0000067,ORD000030,PROD0075,Books,1,720.0,0,720.0,720.0,471.0,249.0
ITEM0000068,ORD000030,PROD0107,Toys,3,2027.0,0,2027.0,6081.0,945.0,3246.0
ITEM0000069,ORD000031,PROD0047,Home & Kitchen,3,4206.0,15,3575.0,10725.0,2268.0,3921.0
ITEM0000070,ORD000031,PROD0018,Clothing,2,1842.0,0,1842.0,3684.0,919.0,1846.0
ITEM0000071,ORD000031,PROD0092,Beauty,3,4421.0,0,4421.0,13263.0,2266.0,6465.0
ITEM0000072,ORD000031,PROD0066,Sports,3,3875.0,0,3875.0,11625.0,2157.0,5154.0
ITEM0000073,ORD000032,PROD0075,Books,3,720.0,0,720.0,2160.0,471.0,747.0
ITEM0000074,ORD000033,PROD0109,Toys,3,3327.0,10,2994.0,8982.0,2308.0,2058.0
ITEM0000075,ORD000033,PROD0017,Clothing,1,1679.0,5,1595.0,1595.0,1141.0,454.0
ITEM0000076,ORD000034,PROD0039,Grocery,2,259.0,15,220.0,440.0,150.0,140.0
ITEM0000077,ORD000034,PROD0006,Electronics,1,9786.0,5,9297.0,9297.0,4437.0,4860.0
ITEM0000078,ORD000034,PROD0004,Electronics,3,3593.0,0,3593.0,10779.0,2480.0,3339.0
ITEM0000079,ORD000034,PROD0047,Home & Kitchen,1,4206.0,0,4206.0,4206.0,2268.0,1938.0
ITEM0000080,ORD000035,PROD0038,Grocery,1,583.0,15,496.0,496.0,405.0,91.0
ITEM0000081,ORD000035,PROD0058,Sports,3,4171.0,0,4171.0,12513.0,2438.0,5199.0
ITEM0000082,ORD000035,PROD0046,Home & Kitchen,2,1798.0,10,1618.0,3236.0,1017.0,1202.0
ITEM0000083,ORD000035,PROD0101,Beauty,3,897.0,0,897.0,2691.0,462.0,1305.0
ITEM0000084,ORD000036,PROD0106,Toys,1,1308.0,10,1177.0,1177.0,642.0,535.0
ITEM0000085,ORD000036,PROD0077,Books,1,217.0,10,195.0,195.0,126.0,69.0
ITEM0000086,ORD000036,PROD0084,Books,3,727.0,0,727.0,2181.0,411.0,948.0
ITEM0000087,ORD000036,PROD0022,Clothing,1,232.0,0,232.0,232.0,122.0,110.0
ITEM0000088,ORD000037,PROD0048,Home & Kitchen,1,4065.0,0,4065.0,4065.0,2624.0,1441.0
ITEM0000089,ORD000037,PROD0008,Electronics,3,40577.0,5,38548.0,115644.0,25235.0,39939.0
ITEM0000090,ORD000038,PROD0004,Electronics,1,3593.0,5,3413.0,3413.0,2480.0,933.0
ITEM0000091,ORD000038,PROD0097,Beauty,2,998.0,0,998.0,1996.0,640.0,716.0
ITEM0000092,ORD000038,PROD0050,Home & Kitchen,3,2046.0,0,2046.0,6138.0,1304.0,2226.0
ITEM0000093,ORD000039,PROD0111,Toys,3,4509.0,0,4509.0,13527.0,2530.0,5937.0
ITEM0000094,ORD000039,PROD0071,Sports,3,4507.0,10,4056.0,12168.0,2329.0,5181.0
ITEM0000095,ORD000039,PROD0052,Home & Kitchen,1,2753.0,5,2615.0,2615.0,1656.0,959.0
ITEM0000096,ORD000039,PROD0064,Sports,2,227.0,10,204.0,408.0,115.0,178.0
ITEM0000097,ORD000040,PROD0056,Home & Kitchen,2,2751.0,10,2476.0,4952.0,1324.0,2304.0
ITEM0000098,ORD000040,PROD0077,Books,1,217.0,0,217.0,217.0,126.0,91.0
ITEM0000099,ORD000040,PROD0045,Home & Kitchen,2,4492.0,10,4043.0,8086.0,2848.0,2390.0
ITEM0000100,ORD000041,PROD0082,Books,3,770.0,0,770.0,2310.0,488.0,846.0
ITEM0000101,ORD000042,PROD0082,Books,3,770.0,0,770.0,2310.0,488.0,846.0
ITEM0000102,ORD000042,PROD0026,Clothing,2,2866.0,10,2579.0,5158.0,1787.0,1584.0
ITEM0000103,ORD000042,PROD0078,Books,1,707.0,0,707.0,707.0,480.0,227.0
ITEM0000104,ORD000043,PROD0059,Sports,3,438.0,0,438.0,1314.0,287.0,453.0
ITEM0000105,ORD000043,PROD0057,Sports,3,2278.0,0,2278.0,6834.0,1431.0,2541.0
ITEM0000106,ORD000043,PROD0077,Books,2,217.0,5,206.0,412.0,126.0,160.0
ITEM0000107,ORD000044,PROD0077,Books,3,217.0,0,217.0,651.0,126.0,273.0
ITEM0000108,ORD000044,PROD0062,Sports,3,4391.0,0,4391.0,13173.0,2366.0,6075.0
ITEM0000109,ORD000044,PROD0083,Books,3,843.0,0,843.0,2529.0,393.0,1350.0
ITEM0000110,ORD000044,PROD0105,Toys,2,1047.0,0,1047.0,2094.0,601.0,892.0
ITEM0000111,ORD000045,PROD0093,Beauty,1,3779.0,0,3779.0,3779.0,2300.0,1479.0
ITEM0000112,ORD000045,PROD0023,Clothing,1,4142.0,10,3728.0,3728.0,1963.0,1765.0
ITEM0000113,ORD000045,PROD0040,Grocery,2,211.0,10,190.0,380.0,99.0,182.0
ITEM0000114,ORD000045,PROD0085,Books,1,714.0,15,607.0,607.0,374.0,233.0
ITEM0000115,ORD000046,PROD0054,Home & Kitchen,1,4959.0,10,4463.0,4463.0,3430.0,1033.0
ITEM0000116,ORD000046,PROD0044,Home & Kitchen,2,1603.0,0,1603.0,3206.0,1055.0,1096.0
ITEM0000117,ORD000047,PROD0064,Sports,3,227.0,0,227.0,681.0,115.0,336.0
ITEM0000118,ORD000047,PROD0006,Electronics,2,9786.0,0,9786.0,19572.0,4437.0,10698.0
ITEM0000119,ORD000047,PROD0065,Sports,2,1791.0,0,1791.0,3582.0,854.0,1874.0
ITEM0000120,ORD000048,PROD0088,Books,3,516.0,10,464.0,1392.0,342.0,366.0
ITEM0000121,ORD000048,PROD0045,Home & Kitchen,3,4492.0,0,4492.0,13476.0,2848.0,4932.0
ITEM0000122,ORD000048,PROD0017,Clothing,2,1679.0,0,1679.0,3358.0,1141.0,1076.0
ITEM0000123,ORD000048,PROD0001,Electronics,1,42569.0,0,42569.0,42569.0,28776.0,13793.0
ITEM0000124,ORD000049,PROD0063,Sports,2,2169.0,0,2169.0,4338.0,1157.0,2024.0
ITEM0000125,ORD000049,PROD0014,Electronics,3,16150.0,15,13728.0,41184.0,7616.0,18336.0
ITEM0000126,ORD000049,PROD0074,Books,3,524.0,0,524.0,1572.0,268.0,768.0
ITEM0000127,ORD000050,PROD0060,Sports,1,3531.0,0,3531.0,3531.0,2392.0,1139.0
ITEM0000128,ORD000051,PROD0113,Toys,1,2728.0,0,2728.0,2728.0,1896.0,832.0
ITEM0000129,ORD000051,PROD0075,Books,2,720.0,0,720.0,1440.0,471.0,498.0
ITEM0000130,ORD000051,PROD0028,Clothing,3,1356.0,0,1356.0,4068.0,709.0,1941.0
ITEM0000131,ORD000051,PROD0080,Books,1,441.0,0,441.0,441.0,261.0,180.0
ITEM0000132,ORD000052,PROD0014,Electronics,1,16150.0,0,16150.0,16150.0,7616.0,8534.0
ITEM0000133,ORD000053,PROD0095,Beauty,2,4508.0,5,4283.0,8566.0,2569.0,3428.0
ITEM0000134,ORD000054,PROD0070,Sports,2,2229.0,0,2229.0,4458.0,1313.0,1832.0
ITEM0000135,ORD000054,PROD0064,Sports,2,227.0,10,204.0,408.0,115.0,178.0
ITEM0000136,ORD000055,PROD0026,Clothing,3,2866.0,0,2866.0,8598.0,1787.0,3237.0
ITEM0000137,ORD000055,PROD0106,Toys,1,1308.0,15,1112.0,1112.0,642.0,470.0
ITEM0000138,ORD000056,PROD0070,Sports,2,2229.0,0,2229.0,4458.0,1313.0,1832.0
ITEM0000139,ORD000056,PROD0088,Books,2,516.0,0,516.0,1032.0,342.0,348.0
ITEM0000140,ORD000056,PROD0004,Electronics,2,3593.0,0,3593.0,7186.0,2480.0,2226.0
ITEM0000141,ORD000056,PROD0068,Sports,2,1930.0,0,1930.0,3860.0,1232.0,1396.0
ITEM0000142,ORD000057,PROD0104,Toys,3,1963.0,0,1963.0,5889.0,1102.0,2583.0
ITEM0000143,ORD000057,PROD0061,Sports,1,1497.0,0,1497.0,1497.0,968.0,529.0
ITEM0000144,ORD000057,PROD0035,Grocery,3,657.0,0,657.0,1971.0,314.0,1029.0
ITEM0000145,ORD000058,PROD0032,Grocery,2,312.0,10,281.0,562.0,216.0,130.0
ITEM0000146,ORD000058,PROD0110,Toys,1,4452.0,10,4007.0,4007.0,2709.0,1298.0
ITEM0000147,ORD000058,PROD0043,Home & Kitchen,2,4723.0,20,3778.0,7556.0,2417.0,2722.0
ITEM0000148,ORD000059,PROD0078,Books,3,707.0,0,707.0,2121.0,480.0,681.0
ITEM0000149,ORD000060,PROD0027,Clothing,3,1673.0,0,1673.0,5019.0,914.0,2277.0
ITEM0000150,ORD000060,PROD0055,Home & Kitchen,2,380.0,0,380.0,760.0,261.0,238.0
ITEM0000151,ORD000060,PROD0095,Beauty,1,4508.0,0,4508.0,4508.0,2569.0,1939.0
ITEM0000152,ORD000061,PROD0095,Beauty,2,4508.0,15,3832.0,7664.0,2569.0,2526.0
ITEM0000153,ORD000061,PROD0093,Beauty,1,3779.0,5,3590.0,3590.0,2300.0,1290.0
ITEM0000154,ORD000061,PROD0104,Toys,3,1963.0,0,1963.0,5889.0,1102.0,2583.0
ITEM0000155,ORD000062,PROD0075,Books,2,720.0,0,720.0,1440.0,471.0,498.0
ITEM0000156,ORD000063,PROD0110,Toys,2,4452.0,5,4229.0,8458.0,2709.0,3040.0
ITEM0000157,ORD000063,PROD0035,Grocery,2,657.0,0,657.0,1314.0,314.0,686.0
ITEM0000158,ORD000063,PROD0005,Electronics,2,1162.0,10,1046.0,2092.0,617.0,858.0
ITEM0000159,ORD000064,PROD0055,Home & Kitchen,1,380.0,10,342.0,342.0,261.0,81.0
ITEM0000160,ORD000064,PROD0012,Electronics,1,28199.0,0,28199.0,28199.0,15170.0,13029.0
ITEM0000161,ORD000064,PROD0113,Toys,1,2728.0,0,2728.0,2728.0,1896.0,832.0
ITEM0000162,ORD000065,PROD0075,Books,1,720.0,15,612.0,612.0,471.0,141.0
ITEM0000163,ORD000065,PROD0040,Grocery,1,211.0,0,211.0,211.0,99.0,112.0
ITEM0000164,ORD000066,PROD0040,Grocery,1,211.0,0,211.0,211.0,99.0,112.0
ITEM0000165,ORD000067,PROD0090,Beauty,3,1655.0,5,1572.0,4716.0,974.0,1794.0
ITEM0000166,ORD000067,PROD0077,Books,1,217.0,0,217.0,217.0,126.0,91.0
ITEM0000167,ORD000067,PROD0040,Grocery,3,211.0,0,211.0,633.0,99.0,336.0
ITEM0000168,ORD000067,PROD0046,Home & Kitchen,1,1798.0,0,1798.0,1798.0,1017.0,781.0
ITEM0000169,ORD000068,PROD0024,Clothing,1,4656.0,0,4656.0,4656.0,3067.0,1589.0
ITEM0000170,ORD000068,PROD0034,Grocery,1,759.0,5,721.0,721.0,398.0,323.0
ITEM0000171,ORD000068,PROD0096,Beauty,2,4597.0,0,4597.0,9194.0,2215.0,4764.0
ITEM0000172,ORD000068,PROD0098,Beauty,3,1667.0,15,1417.0,4251.0,994.0,1269.0
ITEM0000173,ORD000069,PROD0052,Home & Kitchen,2,2753.0,0,2753.0,5506.0,1656.0,2194.0
ITEM0000174,ORD000069,PROD0027,Clothing,1,1673.0,0,1673.0,1673.0,914.0,759.0
ITEM0000175,ORD000069,PROD0067,Sports,2,2927.0,0,2927.0,5854.0,1525.0,2804.0
ITEM0000176,ORD000069,PROD0070,Sports,3,2229.0,10,2006.0,6018.0,1313.0,2079.0
ITEM0000177,ORD000070,PROD0037,Grocery,2,678.0,0,678.0,1356.0,470.0,416.0
ITEM0000178,ORD000071,PROD0012,Electronics,3,28199.0,0,28199.0,84597.0,15170.0,39087.0
ITEM0000179,ORD000072,PROD0025,Clothing,3,887.0,0,887.0,2661.0,531.0,1068.0
ITEM0000180,ORD000072,PROD0027,Clothing,3,1673.0,5,1589.0,4767.0,914.0,2025.0
ITEM0000181,ORD000072,PROD0048,Home & Kitchen,3,4065.0,0,4065.0,12195.0,2624.0,4323.0
ITEM0000182,ORD000072,PROD0005,Electronics,3,1162.0,10,1046.0,3138.0,617.0,1287.0
ITEM0000183,ORD000073,PROD0066,Sports,3,3875.0,0,3875.0,11625.0,2157.0,5154.0
ITEM0000184,ORD000073,PROD0006,Electronics,2,9786.0,0,9786.0,19572.0,4437.0,10698.0
ITEM0000185,ORD000074,PROD0107,Toys,3,2027.0,0,2027.0,6081.0,945.0,3246.0
ITEM0000186,ORD000075,PROD0084,Books,1,727.0,0,727.0,727.0,411.0,316.0
ITEM0000187,ORD000075,PROD0094,Beauty,2,2053.0,0,2053.0,4106.0,1322.0,1462.0
ITEM0000188,ORD000076,PROD0084,Books,1,727.0,15,618.0,618.0,411.0,207.0
ITEM0000189,ORD000076,PROD0031,Grocery,3,418.0,0,418.0,1254.0,217.0,603.0
ITEM0000190,ORD000076,PROD0108,Toys,2,2458.0,0,2458.0,4916.0,1534.0,1848.0
ITEM0000191,ORD000076,PROD0053,Home & Kitchen,2,2777.0,0,2777.0,5554.0,1327.0,2900.0
ITEM0000192,ORD000077,PROD0100,Beauty,1,3820.0,5,3629.0,3629.0,2427.0,1202.0
ITEM0000193,ORD000077,PROD0066,Sports,3,3875.0,5,3681.0,11043.0,2157.0,4572.0
ITEM0000194,ORD000077,PROD0015,Clothing,2,4365.0,0,4365.0,8730.0,2690.0,3350.0
ITEM0000195,ORD000077,PROD0007,Electronics,3,22859.0,0,22859.0,68577.0,10721.0,36414.0
ITEM0000196,ORD000078,PROD0069,Sports,1,2455.0,0,2455.0,2455.0,1471.0,984.0
ITEM0000197,ORD000078,PROD0019,Clothing,1,407.0,10,366.0,366.0,218.0,148.0
ITEM0000198,ORD000078,PROD0092,Beauty,3,4421.0,0,4421.0,13263.0,2266.0,6465.0
ITEM0000199,ORD000079,PROD0007,Electronics,3,22859.0,0,22859.0,68577.0,10721.0,36414.0
ITEM0000200,ORD000079,PROD0065,Sports,1,1791.0,0,1791.0,1791.0,854.0,937.0
ITEM0000201,ORD000079,PROD0113,Toys,1,2728.0,0,2728.0,2728.0,1896.0,832.0
ITEM0000202,ORD000080,PROD0045,Home & Kitchen,1,4492.0,0,4492.0,4492.0,2848.0,1644.0
ITEM0000203,ORD000080,PROD0050,Home & Kitchen,1,2046.0,15,1739.0,1739.0,1304.0,435.0
ITEM0000204,ORD000080,PROD0090,Beauty,2,1655.0,10,1490.0,2980.0,974.0,1032.0
ITEM0000205,ORD000081,PROD0028,Clothing,3,1356.0,15,1153.0,3459.0,709.0,1332.0
ITEM0000206,ORD000081,PROD0048,Home & Kitchen,2,4065.0,0,4065.0,8130.0,2624.0,2882.0
ITEM0000207,ORD000082,PROD0058,Sports,3,4171.0,10,3754.0,11262.0,2438.0,3948.0
ITEM0000208,ORD000082,PROD0066,Sports,1,3875.0,15,3294.0,3294.0,2157.0,1137.0
ITEM0000209,ORD000083,PROD0091,Beauty,2,3339.0,0,3339.0,6678.0,2237.0,2204.0
ITEM0000210,ORD000084,PROD0078,Books,2,707.0,0,707.0,1414.0,480.0,454.0
ITEM0000211,ORD000084,PROD0073,Books,3,215.0,0,215.0,645.0,148.0,201.0
ITEM0000212,ORD000084,PROD0102,Beauty,3,4043.0,5,3841.0,11523.0,2741.0,3300.0
ITEM0000213,ORD000084,PROD0049,Home & Kitchen,2,2450.0,20,1960.0,3920.0,1652.0,616.0
ITEM0000214,ORD000085,PROD0074,Books,1,524.0,0,524.0,524.0,268.0,256.0
ITEM0000215,ORD000085,PROD0087,Books,3,176.0,0,176.0,528.0,92.0,252.0
ITEM0000216,ORD000085,PROD0096,Beauty,3,4597.0,0,4597.0,13791.0,2215.0,7146.0
ITEM0000217,ORD000085,PROD0046,Home & Kitchen,2,1798.0,0,1798.0,3596.0,1017.0,1562.0
ITEM0000218,ORD000086,PROD0013,Electronics,2,40606.0,0,40606.0,81212.0,27844.0,25524.0
ITEM0000219,ORD000086,PROD0112,Toys,2,4035.0,0,4035.0,8070.0,2103.0,3864.0
ITEM0000220,ORD000087,PROD0052,Home & Kitchen,3,2753.0,5,2615.0,7845.0,1656.0,2877.0
ITEM0000221,ORD000087,PROD0027,Clothing,1,1673.0,5,1589.0,1589.0,914.0,675.0
ITEM0000222,ORD000087,PROD0067,Sports,1,2927.0,0,2927.0,2927.0,1525.0,1402.0
ITEM0000223,ORD000088,PROD0112,Toys,2,4035.0,0,4035.0,8070.0,2103.0,3864.0
ITEM0000224,ORD000088,PROD0020,Clothing,1,4949.0,0,4949.0,4949.0,2497.0,2452.0
ITEM0000225,ORD000089,PROD0007,Electronics,1,22859.0,0,22859.0,22859.0,10721.0,12138.0
ITEM0000226,ORD000089,PROD0097,Beauty,3,998.0,0,998.0,2994.0,640.0,1074.0
ITEM0000227,ORD000089,PROD0032,Grocery,1,312.0,0,312.0,312.0,216.0,96.0
ITEM0000228,ORD000089,PROD0039,Grocery,2,259.0,0,259.0,518.0,150.0,218.0
ITEM0000229,ORD000090,PROD0030,Clothing,2,4460.0,0,4460.0,8920.0,2408.0,4104.0
ITEM0000230,ORD000090,PROD0094,Beauty,1,2053.0,0,2053.0,2053.0,1322.0,731.0
ITEM0000231,ORD000090,PROD0020,Clothing,1,4949.0,0,4949.0,4949.0,2497.0,2452.0
ITEM0000232,ORD000090,PROD0112,Toys,2,4035.0,0,4035.0,8070.0,2103.0,3864.0
ITEM0000233,ORD000091,PROD0087,Books,2,176.0,0,176.0,352.0,92.0,168.0
ITEM0000234,ORD000092,PROD0073,Books,2,215.0,0,215.0,430.0,148.0,134.0
ITEM0000235,ORD000092,PROD0078,Books,2,707.0,10,636.0,1272.0,480.0,312.0
ITEM0000236,ORD000092,PROD0019,Clothing,1,407.0,5,387.0,387.0,218.0,169.0
ITEM0000237,ORD000093,PROD0091,Beauty,1,3339.0,10,3005.0,3005.0,2237.0,768.0
ITEM0000238,ORD000094,PROD0040,Grocery,2,211.0,0,211.0,422.0,99.0,224.0
ITEM0000239,ORD000094,PROD0074,Books,1,524.0,0,524.0,524.0,268.0,256.0
ITEM0000240,ORD000094,PROD0091,Beauty,3,3339.0,0,3339.0,10017.0,2237.0,3306.0
ITEM0000241,ORD000095,PROD0011,Electronics,1,38247.0,20,30598.0,30598.0,26098.0,4500.0
ITEM0000242,ORD000095,PROD0037,Grocery,1,678.0,0,678.0,678.0,470.0,208.0
ITEM0000243,ORD000096,PROD0062,Sports,2,4391.0,5,4171.0,8342.0,2366.0,3610.0
ITEM0000244,ORD000096,PROD0039,Grocery,1,259.0,0,259.0,259.0,150.0,109.0
ITEM0000245,ORD000096,PROD0091,Beauty,3,3339.0,10,3005.0,9015.0,2237.0,2304.0
ITEM0000246,ORD000096,PROD0060,Sports,1,3531.0,10,3178.0,3178.0,2392.0,786.0
ITEM0000247,ORD000097,PROD0073,Books,3,215.0,0,215.0,645.0,148.0,201.0
ITEM0000248,ORD000097,PROD0074,Books,1,524.0,10,472.0,472.0,268.0,204.0
ITEM0000249,ORD000098,PROD0061,Sports,3,1497.0,0,1497.0,4491.0,968.0,1587.0
ITEM0000250,ORD000098,PROD0069,Sports,1,2455.0,5,2332.0,2332.0,1471.0,861.0
ITEM0000251,ORD000098,PROD0054,Home & Kitchen,3,4959.0,0,4959.0,14877.0,3430.0,4587.0
ITEM0000252,ORD000098,PROD0073,Books,3,215.0,5,204.0,612.0,148.0,168.0
ITEM0000253,ORD000099,PROD0035,Grocery,1,657.0,5,624.0,624.0,314.0,310.0
ITEM0000254,ORD000100,PROD0102,Beauty,2,4043.0,0,4043.0,8086.0,2741.0,2604.0
ITEM0000255,ORD000100,PROD0021,Clothing,1,2399.0,0,2399.0,2399.0,1663.0,736.0
ITEM0000256,ORD000100,PROD0111,Toys,3,4509.0,0,4509.0,13527.0,2530.0,5937.0
ITEM0000257,ORD000101,PROD0092,Beauty,3,4421.0,0,4421.0,13263.0,2266.0,6465.0
ITEM0000258,ORD000101,PROD0057,Sports,2,2278.0,10,2050.0,4100.0,1431.0,1238.0
ITEM0000259,ORD000101,PROD0054,Home & Kitchen,2,4959.0,10,4463.0,8926.0,3430.0,2066.0
ITEM0000260,ORD000102,PROD0048,Home & Kitchen,2,4065.0,10,3658.0,7316.0,2624.0,2068.0
ITEM0000261,ORD000102,PROD0041,Grocery,1,379.0,5,360.0,360.0,239.0,121.0
ITEM0000262,ORD000103,PROD0029,Clothing,2,1043.0,10,939.0,1878.0,705.0,468.0
ITEM0000263,ORD000103,PROD0056,Home & Kitchen,3,2751.0,10,2476.0,7428.0,1324.0,3456.0
ITEM0000264,ORD000104,PROD0025,Clothing,3,887.0,0,887.0,2661.0,531.0,1068.0
ITEM0000265,ORD000104,PROD0035,Grocery,3,657.0,10,591.0,1773.0,314.0,831.0
ITEM0000266,ORD000105,PROD0033,Grocery,1,306.0,0,306.0,306.0,182.0,124.0
